paymentId,bookingId,amount,paymentMethod,paymentDate,statusId
1270,1270,418.25,Bank Transfer,2024-12-11 05:36:09.717520,18
1271,1271,96.6,PayPal,2025-08-31 12:36:09.717520,20
1272,1272,769.99,PayPal,2024-12-06 23:36:09.717520,18
1273,1273,726.15,Bank Transfer,2025-03-02 21:36:09.717520,21
1274,1274,153.02,PayPal,2025-07-16 00:36:09.717520,18
1275,1275,663.86,Credit Card,2025-11-07 10:36:09.717520,18
1276,1276,571.08,Bank Transfer,2025-11-21 00:36:09.717520,18
1277,1277,395.77,Bank Transfer,2024-12-25 00:36:09.717520,18
1278,1278,460.59,Bank Transfer,2025-04-03 04:36:09.717520,18
1279,1279,362.43,Bank Transfer,2024-12-09 01:36:09.717520,20
1280,1280,156.71,Bank Transfer,2025-01-20 23:36:09.717520,21
1281,1281,459.32,Credit Card,2025-07-01 23:36:09.717520,18
1282,1282,434.49,Crypto,2025-09-14 16:36:09.717520,18
1283,1283,242.87,Credit Card,2025-09-04 14:36:09.717520,18
1284,1284,105.9,Crypto,2025-03-20 15:36:09.717520,18
1285,1285,596.48,PayPal,2025-06-25 22:36:09.717520,18
1286,1286,567.48,PayPal,2025-07-23 11:36:09.717520,20
1287,1287,526.98,Crypto,2025-10-16 21:36:09.717520,18
1288,1288,710.09,Bank Transfer,2025-05-05 18:36:09.717520,18
1289,1289,554.19,Bank Transfer,2025-09-02 04:36:09.717520,18
1290,1290,482.6,PayPal,2025-05-16 13:36:09.717520,18
1291,1291,467.12,Credit Card,2025-03-01 13:36:09.717520,18
1292,1292,569.1,Credit Card,2025-11-09 03:36:09.717520,18
1293,1293,79.56,PayPal,2025-09-27 01:36:09.717520,18
1294,1294,93.66,Bank Transfer,2025-09-27 17:36:09.717520,18
1295,1295,599.01,Bank Transfer,2025-10-13 13:36:09.717520,18
1296,1296,359.21,Credit Card,2025-04-04 14:36:09.717520,18
1297,1297,744.78,Bank Transfer,2025-08-14 08:36:09.717520,18
1298,1298,88.25,Crypto,2025-10-26 15:36:09.717520,18
1299,1299,58.87,PayPal,2025-07-17 09:36:09.717520,18
1300,1300,172.6,Crypto,2025-05-14 18:36:09.717520,18
1301,1301,111.43,Bank Transfer,2025-07-01 08:36:09.717520,18
1302,1302,251.77,Credit Card,2025-05-18 20:36:09.717520,18
1303,1303,701.12,Credit Card,2025-11-06 18:36:09.717520,18
1304,1304,240.8,Bank Transfer,2025-06-14 07:36:09.717520,18
1305,1305,551.71,Crypto,2024-12-04 12:36:09.717520,19
1306,1306,134.75,Credit Card,2025-03-09 12:36:09.717520,18
1307,1307,119.69,Crypto,2025-03-17 00:36:09.717520,18
1308,1308,642.06,Credit Card,2025-03-16 15:36:09.717520,18
1309,1309,450.18,PayPal,2025-07-28 07:36:09.717520,18
1310,1310,307.63,Credit Card,2025-07-07 06:36:09.717520,18
1311,1311,649.95,Crypto,2025-09-22 20:36:09.717520,18
1312,1312,256.27,PayPal,2025-08-04 18:36:09.717520,18
1313,1313,767.0,Credit Card,2025-06-13 22:36:09.717520,18
1314,1314,555.38,Credit Card,2025-10-09 11:36:09.717520,18
1315,1315,206.82,Bank Transfer,2025-08-04 04:36:09.717520,18
1316,1316,780.51,PayPal,2025-01-14 15:36:09.717520,18
1317,1317,733.28,PayPal,2025-02-28 06:36:09.717520,18
1318,1318,357.77,Crypto,2025-04-25 10:36:09.717520,17
1319,1319,497.34,Bank Transfer,2025-05-19 20:36:09.717520,18
1320,1320,138.34,Bank Transfer,2025-03-10 03:36:09.717520,18
1321,1321,538.13,Bank Transfer,2025-06-10 04:36:09.717520,18
1322,1322,542.48,PayPal,2025-06-21 13:36:09.717520,18
1323,1323,547.02,Bank Transfer,2025-10-27 07:36:09.717520,18
1324,1324,666.98,Bank Transfer,2025-02-03 04:36:09.717520,18
1325,1325,588.7,Credit Card,2025-07-12 00:36:09.717520,18
1326,1326,506.64,Crypto,2025-11-30 19:36:09.717520,18
1327,1327,271.02,Crypto,2024-12-30 23:36:09.717520,18
1328,1328,590.79,PayPal,2025-04-07 18:36:09.717520,18
1329,1329,372.34,PayPal,2025-11-28 04:36:09.717520,18
1330,1330,656.5,Crypto,2025-10-08 13:36:09.717520,18
1331,1331,384.51,PayPal,2025-04-08 01:36:09.717520,18
1332,1332,492.26,Bank Transfer,2025-01-29 07:36:09.717520,18
1333,1333,259.09,PayPal,2025-11-29 14:36:09.717520,19
1334,1334,226.7,Crypto,2025-03-07 04:36:09.717520,18
1335,1335,361.96,Crypto,2025-11-21 10:36:09.717520,18
1336,1336,571.53,Crypto,2025-06-16 21:36:09.717520,18
1337,1337,238.38,Bank Transfer,2025-01-16 01:36:09.717520,18
1338,1338,680.22,PayPal,2025-02-13 23:36:09.717520,17
1339,1339,366.45,Credit Card,2025-05-08 12:36:09.717520,18
1340,1340,357.19,Bank Transfer,2025-01-20 13:36:09.717520,18
1341,1341,700.86,Credit Card,2025-07-04 20:36:09.717520,18
1342,1342,301.47,PayPal,2025-03-01 16:36:09.717520,18
1343,1343,334.08,Crypto,2025-08-09 04:36:09.717520,18
1344,1344,230.95,Crypto,2025-09-19 11:36:09.717520,18
1345,1345,656.32,PayPal,2025-03-04 07:36:09.717520,18
1346,1346,526.8,Credit Card,2025-10-17 18:36:09.717520,18
1347,1347,191.04,Credit Card,2025-04-29 12:36:09.717520,18
1348,1348,207.28,Crypto,2025-05-26 18:36:09.717520,18
1349,1349,454.69,PayPal,2025-11-10 11:36:09.717520,22
1350,1350,572.72,PayPal,2024-12-05 12:36:09.717520,18
1351,1351,332.53,Crypto,2025-03-21 21:36:09.717520,18
1352,1352,173.94,PayPal,2025-08-25 05:36:09.717520,22
1353,1353,107.02,PayPal,2025-05-22 21:36:09.717520,18
1354,1354,374.59,Crypto,2025-05-25 12:36:09.717520,18
1355,1355,342.58,Crypto,2025-06-23 07:36:09.717520,18
1356,1356,795.15,Crypto,2025-05-20 00:36:09.717520,21
1357,1357,165.59,PayPal,2025-02-10 10:36:09.717520,18
1358,1358,660.87,Crypto,2025-11-25 17:36:09.717520,18
1359,1359,207.21,Crypto,2025-07-02 15:36:09.717520,18
1360,1360,442.22,Credit Card,2025-10-23 00:36:09.717520,18
1361,1361,458.86,PayPal,2025-07-17 14:36:09.717520,22
1362,1362,189.61,Bank Transfer,2025-10-10 21:36:09.717520,18
1363,1363,162.16,PayPal,2025-11-24 04:36:09.717520,18
1364,1364,673.37,Crypto,2025-03-11 14:36:09.717520,22
1365,1365,549.38,PayPal,2025-09-22 08:36:09.717520,18
1366,1366,659.95,Credit Card,2025-01-16 02:36:09.717520,18
1367,1367,718.03,Crypto,2025-07-29 16:36:09.717520,18
1368,1368,533.24,Credit Card,2025-11-05 22:36:09.717520,18
1369,1369,448.06,Bank Transfer,2025-11-06 07:36:09.717520,18
1370,1370,215.47,Crypto,2024-12-15 05:36:09.717520,18
1371,1371,661.86,Credit Card,2025-06-17 03:36:09.717520,18
1372,1372,641.49,Bank Transfer,2025-08-03 13:36:09.717520,18
1373,1373,303.31,Crypto,2025-09-02 20:36:09.717520,21
1374,1374,719.28,Bank Transfer,2025-11-22 18:36:09.717520,18
1375,1375,361.68,Bank Transfer,2025-10-05 12:36:09.717520,18
1376,1376,528.22,Bank Transfer,2025-06-17 06:36:09.717520,18
1377,1377,681.06,Bank Transfer,2025-07-13 16:36:09.717520,18
1378,1378,436.17,Credit Card,2025-01-14 12:36:09.717520,18
1379,1379,205.42,PayPal,2025-03-09 21:36:09.717520,18
1380,1380,262.57,Bank Transfer,2025-02-05 10:36:09.717520,18
1381,1381,71.76,Crypto,2024-12-03 16:36:09.717520,18
1382,1382,755.01,Crypto,2025-06-18 15:36:09.717520,18
1383,1383,255.94,PayPal,2025-11-14 03:36:09.717520,18
1384,1384,204.75,Bank Transfer,2025-03-26 12:36:09.717520,22
1385,1385,481.94,Credit Card,2025-07-24 02:36:09.717520,18
1386,1386,118.34,Bank Transfer,2025-03-25 02:36:09.717520,18
1387,1387,368.22,Crypto,2025-04-25 10:36:09.717520,21
1388,1388,455.63,Credit Card,2025-05-14 01:36:09.717520,18
1389,1389,392.78,Crypto,2025-11-28 02:36:09.717520,18
1390,1390,526.92,Credit Card,2025-04-30 20:36:09.717520,18
1391,1391,798.49,Crypto,2025-05-20 19:36:09.717520,21
1392,1392,397.01,Crypto,2025-03-27 04:36:09.717520,18
1393,1393,305.47,Bank Transfer,2025-08-07 16:36:09.717520,22
1394,1394,718.27,Bank Transfer,2025-09-07 15:36:09.717520,18
1395,1395,150.5,Bank Transfer,2025-06-21 08:36:09.717520,18
1396,1396,706.5,PayPal,2025-11-21 21:36:09.717520,18
1397,1397,756.54,Credit Card,2025-01-19 08:36:09.717520,18
1398,1398,756.8,Credit Card,2024-12-29 08:36:09.717520,18
1399,1399,345.77,PayPal,2025-02-10 01:36:09.717520,18
1400,1400,119.4,Bank Transfer,2025-02-15 03:36:09.717520,18
1401,1401,95.03,Credit Card,2025-10-29 13:36:09.717520,18
1402,1402,623.78,PayPal,2025-11-13 01:36:09.717520,18
1403,1403,275.14,PayPal,2025-02-25 10:36:09.717520,18
1404,1404,179.23,Crypto,2024-12-26 20:36:09.717520,18
1405,1405,602.59,Crypto,2025-07-12 13:36:09.717520,18
1406,1406,532.99,Bank Transfer,2024-12-18 09:36:09.717520,18
1407,1407,667.06,Credit Card,2025-11-18 11:36:09.717520,18
1408,1408,478.76,Credit Card,2025-11-23 03:36:09.717520,18
1409,1409,505.84,Crypto,2025-10-31 19:36:09.717520,18
1410,1410,276.87,Bank Transfer,2024-12-07 22:36:09.717520,18
1411,1411,202.96,Bank Transfer,2025-10-26 17:36:09.717520,18
1412,1412,404.74,Bank Transfer,2025-09-27 21:36:09.717520,18
1413,1413,719.37,Credit Card,2025-11-23 14:36:09.717520,18
1414,1414,229.41,Bank Transfer,2025-06-16 21:36:09.717520,18
1415,1415,629.95,Bank Transfer,2025-09-20 06:36:09.717520,18
1416,1416,795.45,Crypto,2025-09-04 03:36:09.717520,18
1417,1417,172.07,Bank Transfer,2025-09-11 07:36:09.717520,18
1418,1418,483.8,Credit Card,2025-01-03 16:36:09.717520,18
1419,1419,137.76,PayPal,2025-10-30 19:36:09.717520,18
1420,1420,434.85,Bank Transfer,2025-11-05 08:36:09.717520,18
1421,1421,773.17,Credit Card,2025-03-02 13:36:09.717520,17
1422,1422,710.75,Crypto,2024-12-22 00:36:09.717520,19
1423,1423,733.46,Credit Card,2025-09-15 22:36:09.717520,18
1424,1424,513.79,PayPal,2025-02-03 21:36:09.717520,18
1425,1425,290.79,Bank Transfer,2025-07-06 13:36:09.717520,18
1426,1426,622.58,Credit Card,2025-08-23 18:36:09.717520,18
1427,1427,372.39,Crypto,2025-09-23 15:36:09.717520,20
1428,1428,308.71,PayPal,2025-05-31 08:36:09.717520,18
1429,1429,164.02,Bank Transfer,2025-01-21 02:36:09.717520,17
1430,1430,69.57,Bank Transfer,2025-03-08 18:36:09.717520,18
1431,1431,119.62,Credit Card,2025-02-09 20:36:09.717520,18
1432,1432,782.42,PayPal,2025-04-24 02:36:09.717520,18
1433,1433,694.79,Bank Transfer,2025-09-09 23:36:09.717520,18
1434,1434,60.25,Credit Card,2025-07-22 18:36:09.717520,18
1435,1435,347.91,Bank Transfer,2025-11-22 21:36:09.717520,18
1436,1436,567.52,Credit Card,2025-04-18 16:36:09.717520,18
1437,1437,442.19,Bank Transfer,2025-06-09 06:36:09.717520,18
1438,1438,255.76,Crypto,2025-02-23 05:36:09.717520,18
1439,1439,212.15,Crypto,2025-07-11 22:36:09.717520,21
1440,1440,269.86,Crypto,2025-01-09 02:36:09.717520,18
1441,1441,232.55,Bank Transfer,2025-09-07 09:36:09.717520,18
1442,1442,189.88,Credit Card,2025-05-20 17:36:09.717520,18
1443,1443,564.42,Bank Transfer,2024-12-08 12:36:09.717520,18
1444,1444,799.2,Bank Transfer,2025-01-23 11:36:09.717520,18
1445,1445,636.29,Crypto,2025-08-09 08:36:09.717520,19
1446,1446,371.27,Bank Transfer,2025-04-25 17:36:09.717520,18
1447,1447,196.59,Credit Card,2024-12-26 00:36:09.717520,18
1448,1448,448.92,Credit Card,2025-05-29 03:36:09.717520,18
1449,1449,379.23,Credit Card,2025-10-03 05:36:09.717520,18
1450,1450,603.54,PayPal,2024-12-07 12:36:09.717520,18
1451,1451,147.7,Credit Card,2025-02-03 01:36:09.717520,18
1452,1452,717.7,Bank Transfer,2025-10-24 07:36:09.717520,19
1453,1453,245.11,PayPal,2025-10-08 14:36:09.717520,18
1454,1454,611.97,PayPal,2025-06-01 07:36:09.717520,18
1455,1455,183.7,Crypto,2025-07-09 19:36:09.717520,18
1456,1456,718.72,PayPal,2025-10-24 08:36:09.717520,18
1457,1457,280.19,PayPal,2025-05-10 12:36:09.717520,18
1458,1458,437.3,Bank Transfer,2025-04-02 20:36:09.717520,18
1459,1459,304.84,Crypto,2025-04-28 20:36:09.717520,18
1460,1460,606.14,Crypto,2025-07-07 17:36:09.717520,18
1461,1461,743.67,Credit Card,2025-08-13 20:36:09.717520,18
1462,1462,198.8,Bank Transfer,2025-02-04 20:36:09.717520,18
1463,1463,685.7,Credit Card,2024-12-06 06:36:09.717520,18
1464,1464,223.15,Crypto,2025-05-25 19:36:09.717520,18
1465,1465,532.65,Crypto,2025-10-07 23:36:09.717520,18
1466,1466,649.9,Credit Card,2025-08-27 23:36:09.717520,18
1467,1467,538.72,Credit Card,2025-02-07 19:36:09.717520,18
1468,1468,451.31,Credit Card,2025-08-13 00:36:09.717520,18
1469,1469,678.3,PayPal,2025-11-13 11:36:09.717520,18
1470,1470,72.03,Bank Transfer,2025-05-03 09:36:09.717520,18
1471,1471,74.86,Credit Card,2025-10-22 08:36:09.717520,18
1472,1472,692.1,Bank Transfer,2025-10-27 20:36:09.717520,18
1473,1473,471.48,Credit Card,2025-07-26 07:36:09.717520,18
1474,1474,61.7,Credit Card,2024-12-07 05:36:09.717520,18
1475,1475,584.4,Bank Transfer,2025-01-25 15:36:09.717520,18
1476,1476,495.44,Bank Transfer,2025-05-30 10:36:09.717520,18
1477,1477,370.81,Bank Transfer,2025-01-13 05:36:09.717520,18
1478,1478,681.93,Crypto,2025-02-04 03:36:09.717520,18
1479,1479,176.42,Crypto,2025-07-31 05:36:09.717520,18
1480,1480,536.27,Crypto,2025-03-06 07:36:09.717520,22
1481,1481,572.84,Crypto,2025-11-02 08:36:09.717520,18
1482,1482,662.09,Crypto,2025-07-10 18:36:09.717520,18
1483,1483,732.09,PayPal,2025-03-10 11:36:09.717520,18
1484,1484,89.77,Credit Card,2025-05-19 09:36:09.717520,18
1485,1485,562.32,Credit Card,2025-08-04 18:36:09.717520,18
1486,1486,764.03,PayPal,2025-08-10 22:36:09.717520,20
1487,1487,469.58,Crypto,2025-06-25 17:36:09.717520,18
1488,1488,285.03,Bank Transfer,2025-01-28 07:36:09.717520,18
1489,1489,412.54,Credit Card,2025-05-27 04:36:09.717520,18
1490,1490,694.58,Credit Card,2025-11-14 07:36:09.717520,18
1491,1491,86.21,Credit Card,2024-12-06 10:36:09.717520,18
1492,1492,527.91,Bank Transfer,2025-01-13 04:36:09.717520,18
1493,1493,712.65,Credit Card,2025-08-18 20:36:09.717520,18
1494,1494,104.74,PayPal,2025-04-16 17:36:09.717520,21
1495,1495,791.63,PayPal,2025-07-31 19:36:09.717520,18
1496,1496,336.37,Crypto,2025-08-15 20:36:09.717520,18
1497,1497,95.26,Credit Card,2025-10-21 13:36:09.717520,18
1498,1498,704.87,Crypto,2024-12-22 12:36:09.717520,18
1499,1499,777.55,Crypto,2024-12-10 13:36:09.717520,18
1500,1500,393.87,PayPal,2025-06-29 04:36:09.717520,18
1501,1501,305.48,PayPal,2025-05-23 23:36:09.717520,18
1502,1502,613.22,PayPal,2025-10-25 22:36:09.717520,18
1503,1503,354.63,Crypto,2025-04-24 05:36:09.717520,18
1504,1504,549.38,Bank Transfer,2024-12-27 08:36:09.717520,18
1505,1505,320.44,PayPal,2025-05-15 11:36:09.717520,20
1506,1506,394.53,PayPal,2025-10-07 02:36:09.717520,21
1507,1507,626.4,PayPal,2025-08-11 18:36:09.717520,21
1508,1508,57.22,PayPal,2025-11-08 03:36:09.717520,18
1509,1509,658.06,PayPal,2025-06-04 00:36:09.717520,21
1510,1510,739.29,Crypto,2025-10-06 20:36:09.717520,18
1511,1511,77.44,Credit Card,2025-09-26 08:36:09.717520,18
1512,1512,428.46,Crypto,2025-10-21 22:36:09.717520,18
1513,1513,455.62,Bank Transfer,2025-10-31 17:36:09.717520,18
1514,1514,310.71,PayPal,2025-01-19 22:36:09.717520,18
1515,1515,287.5,PayPal,2025-07-30 18:36:09.717520,18
1516,1516,117.36,Credit Card,2025-02-05 08:36:09.717520,18
1517,1517,798.45,Crypto,2025-09-14 12:36:09.717520,18
1518,1518,694.33,PayPal,2025-02-01 16:36:09.717520,18
1519,1519,95.76,Credit Card,2025-08-15 02:36:09.717520,18
1520,1520,93.76,PayPal,2025-02-07 15:36:09.717520,18
1521,1521,308.98,Crypto,2025-11-21 17:36:09.717520,18
1522,1522,508.84,Bank Transfer,2025-11-17 16:36:09.717520,18
1523,1523,599.33,Credit Card,2025-07-14 11:36:09.717520,21
1524,1524,159.98,Bank Transfer,2025-10-08 23:36:09.717520,18
1525,1525,326.07,PayPal,2025-09-21 00:36:09.717520,18
1526,1526,620.04,Credit Card,2025-08-20 21:36:09.717520,18
1527,1527,680.42,Credit Card,2025-05-07 13:36:09.717520,18
1528,1528,195.59,Bank Transfer,2025-01-29 22:36:09.717520,18
1529,1529,162.09,Bank Transfer,2025-05-01 08:36:09.717520,18
1530,1530,399.01,PayPal,2025-02-08 04:36:09.717520,18
1531,1531,613.19,Credit Card,2025-04-08 16:36:09.717520,18
1532,1532,668.41,Credit Card,2025-05-27 17:36:09.717520,18
1533,1533,541.24,Credit Card,2025-01-14 19:36:09.717520,18
1534,1534,58.36,PayPal,2025-02-09 17:36:09.717520,18
1535,1535,524.19,Bank Transfer,2025-01-01 04:36:09.717520,18
1536,1536,325.35,Credit Card,2025-04-25 01:36:09.717520,18
1537,1537,534.25,Credit Card,2025-11-04 20:36:09.717520,20
1538,1538,214.34,Credit Card,2025-11-02 01:36:09.717520,18
1539,1539,408.14,Crypto,2025-03-16 07:36:09.717520,18
1540,1540,720.23,Bank Transfer,2025-09-26 04:36:09.717520,18
1541,1541,280.37,PayPal,2025-07-18 04:36:09.717520,21
1542,1542,397.68,Credit Card,2025-02-14 07:36:09.717520,18
1543,1543,204.69,Bank Transfer,2025-03-07 06:36:09.717520,18
1544,1544,441.8,Credit Card,2025-03-05 16:36:09.717520,18
1545,1545,444.63,Bank Transfer,2025-03-03 06:36:09.717520,18
1546,1546,502.42,Crypto,2025-02-12 21:36:09.717520,18
1547,1547,558.29,Credit Card,2025-10-29 04:36:09.717520,18
1548,1548,120.95,Credit Card,2024-12-10 02:36:09.717520,18
1549,1549,772.96,Credit Card,2025-01-26 21:36:09.717520,18
1550,1550,58.76,PayPal,2025-04-07 02:36:09.717520,18
1551,1551,352.45,PayPal,2024-12-07 13:36:09.717520,20
1552,1552,403.27,Credit Card,2025-11-27 15:36:09.717520,18
1553,1553,234.96,Crypto,2025-09-15 18:36:09.717520,18
1554,1554,223.33,Crypto,2025-08-04 18:36:09.717520,18
1555,1555,176.67,Bank Transfer,2025-04-18 09:36:09.717520,18
1556,1556,730.66,Bank Transfer,2024-12-24 17:36:09.717520,18
1557,1557,220.89,Credit Card,2025-07-03 10:36:09.717520,18
1558,1558,55.42,Credit Card,2025-03-27 05:36:09.717520,18
1559,1559,361.07,Credit Card,2025-04-26 13:36:09.717520,18
1560,1560,402.45,Bank Transfer,2025-01-28 06:36:09.717520,18
1561,1561,603.75,Bank Transfer,2025-01-23 22:36:09.717520,18
1562,1562,755.01,Bank Transfer,2025-06-03 02:36:09.717520,18
1563,1563,313.19,Crypto,2025-03-04 12:36:09.717520,18
1564,1564,177.51,Credit Card,2025-11-13 23:36:09.717520,18
1565,1565,473.21,PayPal,2025-04-28 18:36:09.717520,18
1566,1566,53.82,Crypto,2025-08-13 16:36:09.717520,18
1567,1567,276.77,Bank Transfer,2025-11-30 17:36:09.717520,18
1568,1568,205.9,PayPal,2025-11-03 04:36:09.717520,18
1569,1569,548.36,Credit Card,2025-08-03 14:36:09.717520,20
1570,1570,118.52,Crypto,2025-04-22 18:36:09.717520,18
1571,1571,499.6,Credit Card,2025-06-17 19:36:09.717520,18
1572,1572,528.88,Credit Card,2025-11-21 02:36:09.717520,18
1573,1573,660.96,Credit Card,2025-10-31 15:36:09.717520,18
1574,1574,735.62,PayPal,2025-09-03 13:36:09.717520,18
1575,1575,626.09,Bank Transfer,2025-03-28 10:36:09.717520,18
1576,1576,544.39,Credit Card,2025-09-22 20:36:09.717520,17
1577,1577,381.88,Crypto,2025-01-16 11:36:09.717520,18
1578,1578,782.5,Bank Transfer,2024-12-09 07:36:09.717520,18
1579,1579,504.67,Credit Card,2025-01-26 08:36:09.717520,18
1580,1580,346.3,Crypto,2025-02-11 14:36:09.717520,18
1581,1581,260.31,PayPal,2025-07-06 10:36:09.717520,18
1582,1582,273.63,Crypto,2025-02-10 13:36:09.717520,18
1583,1583,182.6,Crypto,2024-12-16 01:36:09.717520,18
1584,1584,341.66,Crypto,2025-11-26 15:36:09.717520,18
1585,1585,207.18,Credit Card,2025-10-02 20:36:09.717520,18
1586,1586,50.52,PayPal,2025-01-09 23:36:09.717520,17
1587,1587,351.77,Bank Transfer,2025-07-02 19:36:09.717520,18
1588,1588,542.81,Bank Transfer,2025-02-12 05:36:09.717520,18
1589,1589,659.37,Credit Card,2025-07-02 03:36:09.717520,18
1590,1590,574.06,Credit Card,2025-01-28 10:36:09.717520,18
1591,1591,528.86,Credit Card,2025-03-01 12:36:09.717520,18
1592,1592,440.85,PayPal,2025-07-06 10:36:09.717520,18
1593,1593,585.99,PayPal,2025-12-01 22:36:09.717520,18
1594,1594,286.74,Crypto,2025-11-30 19:36:09.717520,18
1595,1595,639.05,Crypto,2025-01-19 00:36:09.717520,18
1596,1596,793.64,PayPal,2025-03-19 06:36:09.717520,18
1597,1597,121.01,Credit Card,2025-03-06 02:36:09.717520,22
1598,1598,338.58,Bank Transfer,2025-01-12 07:36:09.717520,18
1599,1599,192.27,Bank Transfer,2025-10-26 13:36:09.717520,18
1600,1600,302.03,PayPal,2025-06-11 18:36:09.717520,18
1601,1601,449.19,Credit Card,2025-01-23 22:36:09.717520,18
1602,1602,55.84,Credit Card,2025-04-02 17:36:09.717520,22
1603,1603,580.35,Crypto,2025-03-19 21:36:09.717520,18
1604,1604,738.81,Bank Transfer,2025-09-10 12:36:09.717520,18
1605,1605,205.65,Bank Transfer,2025-04-19 12:36:09.717520,18
1606,1606,172.4,Bank Transfer,2025-09-16 09:36:09.717520,17
1607,1607,757.75,Crypto,2025-05-10 08:36:09.717520,18
1608,1608,322.41,Bank Transfer,2025-06-24 21:36:09.717520,18
1609,1609,241.16,Crypto,2025-06-01 11:36:09.717520,18
1610,1610,728.84,PayPal,2025-06-29 07:36:09.717520,18
1611,1611,493.93,PayPal,2025-02-17 05:36:09.717520,18
1612,1612,555.33,PayPal,2025-09-27 22:36:09.717520,18
1613,1613,673.6,PayPal,2025-07-26 12:36:09.717520,18
1614,1614,697.61,Credit Card,2025-03-29 09:36:09.717520,18
1615,1615,196.75,Crypto,2025-02-22 02:36:09.717520,18
1616,1616,485.61,Credit Card,2025-08-26 12:36:09.717520,22
1617,1617,643.03,Credit Card,2025-04-28 03:36:09.717520,18
1618,1618,684.36,PayPal,2025-12-01 21:36:09.717520,18
1619,1619,695.13,PayPal,2025-10-06 19:36:09.717520,18
1620,1620,172.46,Crypto,2025-08-11 18:36:09.717520,18
1621,1621,54.41,Bank Transfer,2025-05-09 12:36:09.717520,18
1622,1622,239.88,Credit Card,2025-01-21 00:36:09.717520,18
1623,1623,568.84,PayPal,2025-01-04 11:36:09.717520,18
1624,1624,254.88,Crypto,2025-01-06 03:36:09.717520,18
1625,1625,72.38,Bank Transfer,2025-08-02 03:36:09.717520,18
1626,1626,360.48,PayPal,2025-02-11 02:36:09.717520,18
1627,1627,348.78,Credit Card,2025-06-07 00:36:09.717520,18
1628,1628,478.62,PayPal,2025-06-07 16:36:09.717520,18
1629,1629,108.63,Bank Transfer,2025-01-14 18:36:09.717520,18
1630,1630,390.73,Bank Transfer,2025-11-15 21:36:09.717520,18
1631,1631,685.98,Bank Transfer,2025-04-07 16:36:09.717520,18
1632,1632,354.68,Credit Card,2025-01-25 06:36:09.717520,18
1633,1633,83.67,Bank Transfer,2025-01-09 15:36:09.717520,18
1634,1634,443.33,PayPal,2025-01-19 10:36:09.717520,18
1635,1635,717.6,Credit Card,2025-07-26 20:36:09.717520,18
1636,1636,147.11,Crypto,2025-06-24 01:36:09.717520,18
1637,1637,340.21,Bank Transfer,2025-05-13 03:36:09.717520,18
1638,1638,497.57,Bank Transfer,2025-11-27 10:36:09.717520,18
1639,1639,412.34,Crypto,2024-12-22 20:36:09.717520,18
1640,1640,679.39,Bank Transfer,2025-10-24 16:36:09.717520,18
1641,1641,97.18,Credit Card,2025-06-13 14:36:09.717520,18
1642,1642,115.05,PayPal,2025-07-10 17:36:09.717520,18
1643,1643,305.15,Bank Transfer,2024-12-13 18:36:09.717520,18
1644,1644,440.75,Crypto,2025-03-02 03:36:09.717520,22
1645,1645,708.93,Credit Card,2025-01-11 21:36:09.717520,18
1646,1646,629.54,Credit Card,2025-07-05 01:36:09.717520,20
1647,1647,625.66,Credit Card,2024-12-28 13:36:09.717520,18
1648,1648,738.91,PayPal,2025-05-02 19:36:09.717520,18
1649,1649,547.91,PayPal,2025-08-01 07:36:09.717520,18
1650,1650,712.39,Bank Transfer,2025-11-21 23:36:09.717520,18
1651,1651,594.15,Crypto,2024-12-08 04:36:09.717520,18
1652,1652,655.58,Bank Transfer,2025-01-10 23:36:09.717520,18
1653,1653,248.93,PayPal,2025-11-07 21:36:09.717520,18
1654,1654,566.88,Credit Card,2025-02-16 13:36:09.717520,18
1655,1655,370.31,Bank Transfer,2025-05-12 02:36:09.717520,18
1656,1656,517.03,Bank Transfer,2025-08-24 11:36:09.717520,18
1657,1657,539.86,Crypto,2025-02-06 05:36:09.717520,18
1658,1658,696.14,PayPal,2024-12-21 06:36:09.717520,18
1659,1659,658.08,Credit Card,2025-11-22 12:36:09.717520,18
1660,1660,779.3,PayPal,2025-03-23 12:36:09.717520,18
1661,1661,426.7,Credit Card,2025-11-15 15:36:09.717520,18
1662,1662,285.93,PayPal,2025-06-06 16:36:09.717520,18
1663,1663,201.95,PayPal,2025-02-03 07:36:09.717520,18
1664,1664,465.15,Credit Card,2025-06-30 23:36:09.717520,18
1665,1665,324.14,PayPal,2025-08-25 17:36:09.717520,18
1666,1666,169.13,PayPal,2025-07-10 13:36:09.717520,22
1667,1667,736.31,Bank Transfer,2025-09-06 23:36:09.717520,18
1668,1668,274.42,Credit Card,2025-04-25 21:36:09.717520,18
1669,1669,285.05,PayPal,2025-01-22 15:36:09.717520,18
1670,1670,466.58,Bank Transfer,2025-08-14 10:36:09.717520,18
1671,1671,347.1,Bank Transfer,2025-10-23 10:36:09.717520,18
1672,1672,583.9,Bank Transfer,2025-04-30 06:36:09.717520,18
1673,1673,526.68,Bank Transfer,2025-06-16 08:36:09.717520,18
1674,1674,741.48,PayPal,2025-02-04 00:36:09.717520,18
1675,1675,314.4,Credit Card,2025-10-28 18:36:09.717520,18
1676,1676,496.37,PayPal,2025-06-11 21:36:09.717520,18
1677,1677,220.09,Crypto,2025-11-05 09:36:09.717520,18
1678,1678,516.67,Bank Transfer,2025-04-03 13:36:09.717520,20
